med_mass_1 med_mass_2 med_lum_dist p_PopIII
9.686373538568121333e+00 6.853901717752602707e+00 1.002338363030642540e+03 6.721518635749816617e-04
9.651033429964417820e+00 9.230021658764353987e+00 8.470366477647985448e+02 5.478094816207886193e-04
1.530101473851578220e+01 1.415429935404815076e+01 5.132090816298321442e+03 3.545928001403808550e-04
1.042897426444985953e+01 9.878721098490450103e+00 1.037339257241627365e+03 5.478094816207886193e-04
2.287374307653077565e+01 2.017840262985701472e+01 2.010817105488333618e+04 7.029137015342712099e-04
4.678902564261996844e+01 3.008800875269162844e+01 4.092002800816568197e+04 2.630612611770629869e-03
9.653618461468537859e+00 7.015654430208086545e+00 9.088439476936152914e+02 6.726896166801452862e-04
3.057920624496542672e+01 2.548984431076302570e+01 2.286754974748413952e+04 7.377488017082213870e-04
3.964905642306324296e+01 2.762987450714544480e+01 3.361659696255678136e+04 1.057329893112182598e-03
9.654025075309331072e+00 6.886286037317863595e+00 8.574160961562507737e+02 6.731322407722473058e-04
9.422662498027985833e+00 7.028285118977336765e+00 1.117558485138864853e+03 6.686239242553710478e-04
2.420878123770107493e+01 1.948330638480650379e+01 1.196415908402579589e+04 9.199566245079040345e-04
9.462670967622255347e+00 6.953018459052046296e+00 9.432490383435056174e+02 6.726896166801452862e-04
9.349703316574002443e+00 7.101582691673358205e+00 9.376457562490885493e+02 6.726896166801452862e-04
3.460828028964160552e+01 2.403033063149637272e+01 2.513692008507884748e+04 9.108837842941283668e-04
8.561343776617377443e+00 7.452831694889448855e+00 8.188765930817100980e+02 6.722830533981323520e-04
7.816624946316975020e+00 7.062738910228048894e+00 9.917258153408126873e+02 6.724863052368164253e-04
3.481837607858878414e+01 2.393729815028844143e+01 1.705622076760770869e+04 7.574707984924316552e-03
1.842433053427371306e+02 1.428102312930902258e+02 5.636755085151212552e+04 8.207332763671875142e-01
3.875736114189243864e+01 3.265666285604589092e+01 2.084432064345923573e+04 3.362558603286743344e-03
1.960891638385834028e+02 1.450705090934879991e+02 4.336364426117525727e+04 9.337199707031249574e-01
1.186305111024483594e+01 1.006971353080847287e+01 8.724322504453170950e+02 5.478094816207886193e-04
2.223728637987387060e+02 1.620599569118334102e+02 5.780262259400603216e+04 8.512526855468750542e-01
3.535646501481025439e+01 3.192785831097500449e+01 6.477844592041312353e+03 5.866670989990234453e-02
1.514416269447131569e+01 1.465723539780673512e+01 9.164790305969953579e+02 6.163027882575988379e-04
3.856228224782191205e+01 2.895460801886581237e+01 1.460246292281773458e+04 2.017167091369628708e-03
2.311944114738511757e+01 1.571139714664845677e+01 7.844943104622359897e+03 2.207525491714477407e-03
1.694822676772385819e+02 1.281899876709923660e+02 6.143262755753015517e+04 7.042900390624999840e-01
1.043564616375449461e+01 1.014341162153498388e+01 9.961841325057703216e+02 5.441671609878540386e-04
9.944179095669021251e+00 9.350161853594430639e+00 8.867389183729557089e+02 5.478094816207886193e-04
9.080986950730231655e+00 6.883673449484987827e+00 9.365967071440400105e+02 6.726896166801452862e-04
9.288984765545578171e+00 7.404410546560333373e+00 9.014121929142052068e+02 6.714699268341064835e-04
3.026389906181952938e+01 2.331622217995075985e+01 1.576665148569906160e+04 1.065954089164733790e-03
1.008649955314685798e+01 9.473612134498562654e+00 9.161015038934901895e+02 5.478094816207886193e-04
1.189841413166736039e+01 1.004032313627942052e+01 9.878508334387004197e+02 5.478094816207886193e-04
1.662424153391059534e+01 1.317478151526713859e+01 7.766730161867824791e+03 3.444509506225585868e-04
9.474388935327475281e+00 8.911895838667778236e+00 7.586583404865264129e+02 5.478094816207886193e-04
3.044593077596208985e+01 2.682425961299450634e+01 1.324568661183646145e+04 9.830018281936645300e-04
1.761988463517496584e+01 1.339451190275778281e+01 1.261668999992892168e+03 5.500952601432799755e-04
1.010853062139031699e+01 9.144401133281689908e+00 8.324330111183695635e+02 5.478094816207886193e-04
1.414614290918455985e+01 1.243629079469617871e+01 4.753311224036337990e+03 3.670375943183898739e-04
1.172775436473164916e+02 8.721740294024527884e+01 2.975658881433344141e+04 6.665661621093750266e-01
1.706886239706713582e+01 1.338706556620130073e+01 7.200542727618542813e+03 3.442992269992828196e-04
1.030158918592036699e+01 9.277986029040853566e+00 9.174143072701572237e+02 5.478094816207886193e-04
7.586795222218604806e+00 6.806721516548289941e+00 8.178379722946605170e+02 8.044560551643371252e-04
1.926895719434357801e+01 1.303649017976615632e+01 4.381152473575000840e+03 3.813273906707763720e-04
9.912440326601849705e+00 7.834621915487687716e+00 8.654363573942257517e+02 5.952374339103698540e-04
3.561856032821923179e+01 2.974284100230091354e+01 2.129367389862767959e+04 1.086179971694946345e-03
1.400921257915152580e+02 9.725948528103126023e+01 4.635937822937862802e+04 7.004459228515624858e-01
1.465574057877398495e+01 1.094793142150490084e+01 4.886665633589669596e+03 3.505480885505676001e-04
3.121494784635619624e+01 1.488666379029387876e+01 5.638017474485788625e+03 2.028636932373046806e-02
8.743046144320889113e+00 7.614579832279025240e+00 8.165826011488973108e+02 6.726896166801452862e-04
7.843628887615126999e+00 7.032298943045799611e+00 9.012652633679656446e+02 6.726896166801452862e-04
3.819473774701849322e+01 1.682654710838648526e+01 1.043263770749227842e+04 1.703852233886718748e-01
9.270481110357877697e+00 8.474622685390508892e+00 8.755541649897396610e+02 5.478094816207886193e-04
1.025078801356689162e+01 9.828991547508744375e+00 8.033804261184779989e+02 5.478094816207886193e-04
8.473714474982081413e+00 7.610404529016007835e+00 7.906909027279331212e+02 6.726896166801452862e-04
1.531614365694584912e+01 1.106960456597014009e+01 5.438175264685660295e+03 3.470261693000793344e-04
9.892889102960840120e+00 8.974746539110643795e+00 1.029271989899770233e+03 5.476438999176025694e-04
2.779157115400743550e+01 1.693942405785369587e+01 1.454632109135253995e+04 8.588916063308715517e-04
3.374519510622084795e+01 2.812809377942298994e+01 1.810530587207666395e+04 1.718784689903259198e-03
9.629534589033145409e+00 6.942029660375223621e+00 1.206283549724460272e+03 6.356918811798095356e-04
5.662425555163467550e+01 3.422869565172764084e+01 3.950216055245808820e+04 2.243596839904785090e-02
9.538848239123316475e+00 9.380206587685403719e+00 1.303955406225215029e+03 4.868832826614380048e-04
4.140105117210853791e+01 3.285280416159091033e+01 2.155545883561928349e+04 3.382492780685424690e-03
2.839898986623340349e+01 2.361216257659918227e+01 9.635009478384581598e+03 2.230237245559692303e-03
2.984005766651512559e+01 2.383866300779407155e+01 9.287812766367129598e+02 2.220420532226562438e-01
2.723275172584136783e+01 2.492479314170724791e+01 1.538176900258768183e+04 7.250013351440430173e-04
9.533862640471195249e+00 6.862764129210508379e+00 9.688680720066140566e+02 6.726896166801452862e-04
1.082419461478960265e+01 9.322415917625374249e+00 9.473810844741321944e+02 5.478094816207886193e-04
3.032665914310186963e+02 2.415801640163777506e+02 6.654517374382309208e+04 9.419403076171875000e-01
1.653434523213095702e+02 7.112652089194818927e+01 8.160348116382327862e+04 6.907815551757812145e-01
9.904373975416969955e+00 9.049534485999858546e+00 9.250139298866854460e+02 5.478094816207886193e-04
1.913757762445037969e+01 1.789769003234209066e+01 1.056105661069900179e+03 6.236118078231811133e-04
9.789851831204641641e+00 9.352891525079824575e+00 1.167558407106677805e+03 5.473127961158752572e-04
1.567529214601601772e+01 1.363356818271659421e+01 4.018547920067977429e+03 3.954563140869140595e-04
1.046972365938645133e+01 7.338275294965288076e+00 1.339790331048355256e+03 5.958482027053833537e-04
2.757454989512497434e+01 2.406762090799811915e+01 1.494092905926252752e+04 7.527391910552978750e-04
1.235979441973689319e+02 4.971982740592902417e+01 2.313692394631486241e+04 8.363474121093750213e-01
1.536955849304776933e+01 1.279590902549720255e+01 4.645839184612864301e+03 3.706191480159759782e-04
5.156145830052497558e+01 4.302065908192597732e+01 2.621894002371582974e+04 6.452704906463622991e-03
2.333944765324018178e+01 1.528062020231057616e+01 1.271240222227353570e+03 9.760144042968750544e-02
2.712776436840951533e+01 1.252559718765988528e+01 4.971829697661440150e+03 3.719438171386718617e-02
1.825855417588456930e+01 1.597320717333681195e+01 1.359867142217601668e+03 5.367954969406127505e-04
1.352000912413127480e+02 1.010906131481159065e+02 1.652329859182493965e+04 9.689693603515624476e-01
1.510841940304712239e+02 1.079078771213469707e+02 3.295502594671112456e+04 8.653794555664062749e-01
1.065364883201541204e+02 9.516959395383808840e+01 2.340360537537940399e+04 6.491817626953124698e-01
9.597933202851379519e+00 8.188123902236682738e+00 1.302100321284497568e+03 4.810103178024292066e-04
2.631111970156428725e+01 2.030620054344875669e+01 1.052678271928297545e+04 2.618095636367797838e-03
6.758471418233050088e+01 4.431201677544500228e+01 3.070408648099625862e+04 1.763576965332031288e-01
1.474292712199478927e+01 1.179459957126766589e+01 5.098522134176335385e+03 3.468460738658905016e-04
1.677420283245971078e+01 8.006530206703637020e+00 1.345129991766900275e+03 5.117693543434143370e-04
7.808490632433482403e+00 7.272855604522556305e+00 1.113211633704019050e+03 6.405522823333739809e-04
2.832564407613162771e+01 1.985172006096781061e+01 1.786276313991156348e+04 6.954313516616821315e-04
8.375685505693664368e+01 6.899414456380517890e+01 6.452416748286011716e+04 2.157283782958984222e-02
1.193432732186294913e+02 6.582818422559071792e+01 2.017759679634644272e+04 9.067833251953124618e-01
2.757899356585559758e+01 1.902246057600379814e+01 1.302644463429097050e+04 9.022055268287658327e-04
2.724025331515717596e+01 2.152155182381586229e+01 1.646120927329159167e+04 7.502971291542053726e-04
1.516856311990727946e+01 1.421408068032268091e+01 4.732454476863163109e+03 3.678495287895202628e-04
7.928117777089306628e+01 6.675084272717397482e+01 9.851333137585730583e+03 7.632799072265624707e-01
4.551970494550520385e+01 4.053186805804880066e+01 2.804900845883398870e+04 2.613172531127929809e-03
1.731094517865104621e+01 1.644120723073490709e+01 1.679461840624662727e+03 4.761176705360412650e-04
6.798530454578042281e+01 5.509771258407254635e+01 1.623940685183852838e+04 3.870623779296875067e-01
8.422923768649999943e+01 3.496679668237065641e+01 3.437702886437254347e+04 3.754121093750000249e-01
1.045121343386838753e+01 7.222153803586831344e+00 1.467762308382440551e+03 4.793662428855895749e-04
2.775376870498273263e+01 1.976495378336010234e+01 1.168826606327185800e+04 1.109256744384765720e-03
2.123607696536471678e+01 8.874689727406121165e+00 1.394334924001175523e+03 2.254595565795898537e-02
1.640714885676585411e+01 1.498977128048803920e+01 1.489487225262359516e+03 4.322862327098846613e-04
3.696439286238876321e+01 2.667886203719478999e+01 1.697420025015748979e+04 1.481860256195068407e-02
4.281564660953686996e+01 2.848737648740704742e+01 1.145298684185781894e+04 1.363809204101562415e-02
1.125109926128500781e+01 1.049399537328568499e+01 1.086266656401480304e+03 5.224787592887878166e-04
1.095897236290687715e+01 9.856431889150947256e+00 1.204933413013832023e+03 5.214853882789612007e-04
1.295851637329919015e+02 1.058292169586211173e+02 5.571810839196047164e+04 5.126823730468750284e-01
3.302074804409624420e+01 3.069855569384402472e+01 1.124601958090428525e+04 1.903533220291137766e-03
2.942380404465924570e+01 2.655577919182211843e+01 2.923253127369735739e+04 6.982533931732177492e-04
9.391910551632896897e+00 8.320412149214352127e+00 1.422236913164643511e+03 4.638487100601196376e-04
9.661880088259268362e+00 9.509069605257632674e+00 1.371642939913300779e+03 4.573440253734588584e-04
1.054932251636449081e+01 7.803602955944972663e+00 1.276410383884582188e+03 5.592597723007202218e-04
3.028061920220947201e+01 2.211667607944373870e+01 1.444397297436641384e+04 7.793649435043335273e-04
2.100978477022496804e+01 1.424887950847868012e+01 1.005477218816123241e+04 1.229999661445617745e-03
1.172349502065117832e+01 7.275926623639620061e+00 1.259761275342004865e+03 6.320327520370483398e-04
1.109385709394006447e+01 8.581042219749019040e+00 1.575133118587655872e+03 3.840075731277466076e-04
1.056020879025690995e+01 9.589331140968536005e+00 1.168142852303993550e+03 5.322468280792236805e-04
7.945519957858181215e+00 7.245625759509447761e+00 1.203062426085285324e+03 6.596794724464415983e-04
4.251701625749093694e+01 2.978524454508266928e+01 2.136371032121345343e+04 1.279396057128906342e-03
1.044084588417397441e+01 9.874056565199950342e+00 1.322164423283812084e+03 4.756095409393310816e-04
1.300632801876323086e+01 1.085449419644202251e+01 3.888042802161662621e+03 3.600183129310607650e-04
1.036466327167218182e+01 9.548663789700306381e+00 1.363784411062135860e+03 4.602280557155609343e-04
4.284428812078697746e+01 3.215365825978879855e+01 2.194008815196191426e+04 2.855103969573974821e-03
1.029275415941152261e+01 7.584406203007127090e+00 1.261331056269573764e+03 6.564269065856933368e-04
3.037520420205980187e+01 2.136331904731701670e+01 1.132894771629130446e+03 2.069549255371093688e-01
1.574811542731345071e+01 1.142883385373267480e+01 4.342843869059524877e+03 3.570728898048401061e-04
1.833068577498473672e+01 1.667205765430011866e+01 7.408545542325874521e+03 3.507866263389587376e-04
4.737846760183911954e+01 3.598460138615841686e+01 9.759810871283974848e+03 2.429823913574218619e-01
7.983342293232102094e+00 7.389769475013892475e+00 1.378764186120411296e+03 5.503125190734863004e-04
2.653123242870735510e+01 2.382094995157943274e+01 6.620186693037248915e+03 2.648916482925415226e-03
3.707822444808620332e+01 2.905233262228753688e+01 1.742610936631884397e+04 1.238803982734680217e-03
1.023928085418571499e+01 7.414841430322407945e+00 1.381662084751796101e+03 5.141278505325317391e-04
1.040672388985710199e+02 7.080678675224058338e+01 5.094202701302952482e+04 3.205288085937499920e-01
4.888357632797594476e+01 3.894675206241290510e+01 1.912981754018082574e+04 1.032838249206542887e-02
1.027046646618972758e+01 7.327348575618621851e+00 1.125975179908733708e+03 6.505316495895386089e-04
1.057308282156048485e+01 7.678205329621867747e+00 1.182747404286127221e+03 6.316262483596801931e-04
2.094516904758233267e+01 1.523452273305447058e+01 1.137205060700897229e+04 1.071626663208007828e-03
1.125724565141943678e+01 7.686347662937176750e+00 1.412938627937272940e+03 5.108753442764282652e-04
8.340381858069490306e+01 2.360453769184458750e+01 1.513614237659206628e+04 7.863867187499999911e-01
2.928713288265421966e+01 1.072454205262959093e+01 1.511510393061039167e+03 8.454638671875000511e-02
8.688617464932683276e+00 6.171745844556763672e+00 1.146032424701752916e+03 1.041762828826904358e-03
7.950776817481091996e+01 4.035020378496480475e+01 3.815615989780274685e+04 2.985167541503906397e-01
1.703286981740262007e+01 7.511693996949169616e+00 1.368875166812844782e+03 5.155508518218994028e-04
1.049128889402607001e+01 7.237916521914526058e+00 1.367629208189778183e+03 5.655587911605835204e-04
1.587386244351318076e+01 1.435047257005549781e+01 1.263564601937885755e+03 6.053138971328735334e-04
1.005773984622052453e+01 9.424217515734907735e+00 1.379150110514050994e+03 4.468176960945129377e-04
1.021275351984987445e+01 7.484150656328765194e+00 1.313095969000085461e+03 6.159732937812804638e-04
3.056359681079887736e+01 2.396949611863798779e+01 2.653061975024151980e+04 7.431920766830444041e-04
3.676884234914078320e+01 3.131553989841869168e+01 1.335815656901365583e+04 7.453761100769043003e-03
1.464279298257163830e+01 1.373504499806321633e+01 4.858910719221296858e+03 3.587929606437682850e-04
1.752326682313697006e+02 1.198116468276339077e+02 7.192667432652908610e+04 6.055662841796874973e-01
1.065914704308781147e+01 9.361936967964027190e+00 1.291789478829921791e+03 4.852277040481567643e-04
2.422252903229624366e+01 1.704009134887470367e+01 9.633571908670885023e+03 1.336605787277221754e-03
5.579529057910815482e+01 4.381213469223143875e+01 1.159797201196997594e+04 4.437663879394531108e-01
2.083321310700685558e+01 8.636237323115160791e+00 1.390308867868394827e+03 4.164086151123046892e-02
1.497298827848722169e+01 1.445506447807388106e+01 5.157099175670373370e+03 3.610951304435730145e-04
1.067172349948232934e+01 9.668711617537139702e+00 1.501253494952651181e+03 4.289591908454895011e-04
2.383237802544667971e+01 2.263890103106985308e+01 1.194301698229790600e+04 9.235073328018188242e-04
1.075676257394248125e+01 9.987789789698457099e+00 1.188839505056900180e+03 5.259555578231811350e-04
9.491306142108985711e+00 7.269286780570273443e+00 1.327694103084905464e+03 5.854806900024414531e-04
6.629886387731099262e+01 5.213345053740060564e+01 3.103048298233067544e+04 3.328059387207031594e-02
2.910220541622414103e+01 2.732223779788688489e+01 6.570876314302004175e+03 2.476698637008667003e-03
3.429138544097077101e+01 2.530176844159877447e+01 1.072291767988647734e+04 2.515542602539062519e-02
1.036061517646979446e+01 9.884731446681181311e+00 1.314852075103937750e+03 5.193331241607665981e-04
2.380847519067223743e+02 1.627736762355014264e+02 6.223809892527186457e+04 8.807924804687500275e-01
4.324094243174999974e+01 3.729576608158699003e+01 1.089471521489970473e+04 2.429315567016601674e-02
1.795569109364337379e+01 1.342451266802985543e+01 7.853499174383588070e+03 3.423043787479400552e-04
1.012328029391556328e+01 9.491243270576942948e+00 1.039727595277591035e+03 5.440015792846679887e-04
2.455625578931873321e+01 1.882756562984160809e+01 1.540184386601686128e+03 3.902784729003905967e-02
3.252498778784543276e+01 2.880321815323032908e+01 1.225750776348614636e+04 2.383720874786376780e-03
1.169125025976901000e+01 9.885954718397051977e+00 1.344564695238209197e+03 4.719828367233276363e-04
1.064581832673412976e+01 9.611128611212524930e+00 1.308104537674171524e+03 5.165185928344726918e-04
9.588573432702201416e+00 7.250657934323212928e+00 1.282265145696829222e+03 6.228849887847900295e-04
2.259009277463313197e+02 1.536607614588597244e+02 4.703987518341199029e+04 9.299651489257813042e-01
1.074653544115932569e+01 7.400777945929085888e+00 1.580149632702256895e+03 5.023168325424193833e-04
2.093808361035664944e+01 1.521593407332385794e+01 8.073152265137011454e+03 3.742674589157104700e-03
1.935022498535496283e+01 1.580932464042645336e+01 6.281146174811854507e+03 3.572867512702941921e-04
1.045935337560769263e+01 7.631165423905989620e+00 1.199506186469360046e+03 6.714699268341064835e-04
1.041927126077679873e+02 4.191103571329124833e+01 3.372135658127514762e+04 7.415993652343749742e-01
4.772870929056177403e+01 3.815673143126281275e+01 1.604455333875526776e+04 4.875707244873046797e-02
3.353762438958162306e+01 2.866041317110255449e+01 1.133698641720784690e+04 2.235026121139526561e-03
2.509562825898927585e+01 2.293055527826562212e+01 1.532697828947733069e+04 7.407425045967101903e-04
4.540994454486575904e+01 3.647750678775592803e+01 2.605367226325589218e+04 6.520613670349121455e-03
1.549012080996061869e+01 1.328660077745868229e+01 1.002259363509245486e+04 3.302730917930603088e-04
2.836236785844577923e+01 2.536707934296336475e+01 1.345992589379383162e+03 1.173393402099609378e-01
2.126404910191812547e+01 2.013877757704829463e+01 1.378755046063511600e+03 2.659982299804687644e-02
2.730416676536083287e+01 1.448617504301680370e+01 5.521268989895635059e+03 6.784381866455077743e-03
2.224714566935882942e+01 1.433989387583664588e+01 8.519278560621483848e+03 1.537472248077392627e-03
2.355218583058957904e+01 1.332483482345321235e+01 1.472196577378383154e+03 8.501943969726562245e-02
5.540886271195749657e+01 4.363326030016806101e+01 4.097686658374073158e+04 1.587984943389892517e-02
4.384167427408689122e+01 3.057426223610735505e+01 1.786878784988503685e+04 3.565800189971923655e-03
1.017313745518098322e+01 9.858914527015722129e+00 1.342444750997591200e+03 4.668749868869781603e-04
1.452478128399987156e+01 1.120636162533708102e+01 4.648945587726533631e+03 3.535648584365844627e-04
1.021263137994194281e+01 7.443802538012588954e+00 1.294625509706208959e+03 6.454495191574096411e-04
1.884759631922103651e+01 1.428071606211966049e+01 9.033841496942150116e+03 3.213010132312774754e-04
6.652097380837739138e+01 3.996030214830624772e+01 1.441084546922757545e+04 7.245634765624999751e-01
1.030673531648034924e+01 7.559601053799935855e+00 1.353111267443474389e+03 5.698277950286865113e-04
1.022435829933921525e+02 7.610232069259292587e+01 4.190555087670950161e+04 4.109917602539062687e-01
3.905344135756229207e+01 2.915140892712460285e+01 2.555216307621532178e+04 1.391468644142150948e-03
3.603112637515484096e+01 3.024302153629013645e+01 1.309098717240831320e+04 4.403467655181884759e-03
1.013296319774386767e+01 8.172404408680289833e+00 1.373921205561478928e+03 4.471487998962402500e-04
1.060652775852881824e+01 1.015645050222067880e+01 1.279742853963964535e+03 5.211542844772338885e-04
